Profile,Profile_no,Stage,Datetime,Latitude,Longitude,MLD,Sun_angle,Kd380,Kd443,Kd490,Kd555
99,99,590,21-May-2024 12:50:04,55.270991,14.5638081666667,16.4,49.2691418486258,0.983843918840566,0.453739519783635,0.278614104949132,0.189974875154216
100,100,190,21-May-2024 13:12:19,55.270991,14.5638081666667,19.4,46.9996890638286,1.00672225248406,0.446408759167314,0.288403780074563,0.197664338685619
100,100,590,26-May-2024 12:58:04,55.2777041666667,14.559578,6,49.3573815799115,1.07220385531365,0.495060989518282,0.301548632313974,NaN
101,101,190,26-May-2024 13:21:52,55.2777041666667,14.559578,8.2,46.8003710356722,1.02442811074933,0.487746408485609,NaN,NaN
101,101,590,31-May-2024 13:08:33,55.2850843333333,14.557494,10.8,49.01183235316,1.18952597611807,0.731638192057097,0.503614857062776,0.329675192975949
102,102,190,31-May-2024 13:30:11,55.2850843333333,14.557494,10,46.577925883661,1.10373236709435,0.675633094448002,0.439752997751107,0.257516286371346
102,102,590,05-Jun-2024 12:42:05,55.2893501666667,14.5616033333333,10.8,52.2815513209673,NaN,NaN,NaN,NaN
103,103,190,05-Jun-2024 13:03:45,55.2893501666667,14.5616033333333,10.4,50.1392537965268,1.12538389404353,0.64924229429217,NaN,NaN
103,103,590,10-Jun-2024 12:49:27,55.2964618333333,14.5743195,19.6,52.0659796938845,NaN,0.543122658868263,0.358808507805348,0.227898170974718
104,104,190,10-Jun-2024 13:12:17,55.2964618333333,14.5743195,18.6,49.7059836320488,NaN,0.528126312268927,0.373516359146322,0.235066906412224
104,104,590,15-Jun-2024 13:16:51,55.3089125,14.5918616666667,21.4,49.5368720513583,NaN,0.529176805134576,0.339680958219986,0.214594803757509
105,105,190,15-Jun-2024 13:41:02,55.3089125,14.5918616666667,20,46.710400271537,1.0022432225591,0.504264593814052,0.349981322036401,0.224960015033428
105,105,590,20-Jun-2024 11:52:57,55.4300158333333,14.6116756666667,12,56.7147746475551,1.11984308212777,0.481473287490648,0.289820527344685,NaN
106,106,190,20-Jun-2024 12:21:04,55.4300158333333,14.6116756666667,15.4,54.9264795691766,1.0342844944944,0.451659979359576,0.269507723279201,NaN
106,106,590,25-Jun-2024 11:51:56,55.3800748333333,15.1303495,17.8,56.6907520176041,1.03165207571842,0.516660651319481,0.323450991316936,0.226837023123851
107,107,190,25-Jun-2024 12:14:28,55.3800748333333,15.1303495,5.4,55.3104924123068,0.99414770903856,NaN,NaN,NaN
107,107,590,29-Jun-2024 11:49:33,55.2632121666667,15.4098613333333,10.6,56.7263478059989,1.04589879272479,0.517768272024005,0.326171391430194,0.2285474844737
108,108,190,29-Jun-2024 12:13:59,55.2632121666667,15.4098613333333,10,55.2503201307474,1.00122993575123,0.515150806230543,0.321625977707372,0.226177387552547
108,108,590,03-Jul-2024 11:49:33,55.3619526666667,15.4960716666667,16,56.3710317737855,1.04548376928234,0.532768477733183,0.341065039735005,0.257980100878958
109,109,190,03-Jul-2024 12:15:52,55.3619526666667,15.4960716666667,18.8,54.7849140828913,NaN,0.473996366629814,0.345236741674334,0.258803158795934
109,109,590,04-Jul-2024 09:48:55,55.3595551666667,15.4448828333333,18.2,54.6868960338827,NaN,0.539664399786157,0.346396767965278,0.261112020254429
110,110,190,04-Jul-2024 10:12:46,55.3595551666667,15.4448828333333,18.6,56.1523457020305,NaN,0.475680608181246,NaN,NaN
110,110,590,08-Jul-2024 03:48:51,55.4482838333333,15.310231,22.8,8.3661440539948,1.00082427097592,0.515806434226288,0.345079084292148,0.258379870549289
111,111,190,08-Jul-2024 04:13:26,55.4482838333333,15.310231,24,11.5128228325678,0.846289638538729,0.481466668074504,0.400477015983413,0.299152181905058
111,111,590,08-Jul-2024 05:46:20,55.4467268333333,15.3065523333333,23,24.2338875931414,1.11065989701344,0.569505383693389,0.365662513359669,0.280922063657502
112,112,190,08-Jul-2024 06:10:03,55.4467268333333,15.3065523333333,22.6,27.5909454942208,0.959909819816285,0.450742137591376,0.370460768990104,0.263393100284241
112,112,590,08-Jul-2024 07:42:21,55.4453763333333,15.3033256666667,20.6,40.4000415835587,1.13892664467546,0.559443030217907,0.344047724144006,0.255957072776906
113,113,190,08-Jul-2024 08:16:32,55.4453763333333,15.3033256666667,21,44.7825113599786,1.02612142968857,0.453319066403047,0.364329394470089,0.268423427999313
113,113,590,08-Jul-2024 09:48:37,55.4443961666667,15.3016671666667,21.8,54.1033173826497,1.0802580279429,0.559819095348282,0.345808240436906,0.259133570094857
114,114,190,08-Jul-2024 10:12:56,55.4443961666667,15.3016671666667,22.2,55.6086711965659,1.06922490425098,0.504622246121448,0.387809052667638,NaN
114,114,590,08-Jul-2024 11:44:36,55.4423053333333,15.2996281666667,21.6,56.0876239685442,1.08485099547194,0.559932665774003,0.350165851988665,0.26632595408187
115,115,190,08-Jul-2024 12:26:01,55.4423053333333,15.2996281666667,10,53.5948284010772,1.05991640940977,0.585689106597462,0.369502964842715,0.271295995266955
115,115,590,08-Jul-2024 13:58:33,54.9770303333333,14.2849553333333,23,44.6051647057635,1.13348923641178,0.635394110540458,0.394854736952264,0.306411760060145
116,116,190,08-Jul-2024 20:20:29,54.9770303333333,14.2849553333333,9.6,-4.80682247420575,NaN,NaN,NaN,NaN
116,116,590,09-Jul-2024 11:09:35,54.9801555,14.285368,5.4,57.2825058628164,1.19809538820748,0.618213411570503,0.392483716285729,0.26908187616853
117,117,190,09-Jul-2024 11:29:18,54.9801555,14.285368,5.8,57.0441622325683,1.10347883954661,NaN,NaN,NaN
117,117,590,10-Jul-2024 11:10:33,54.9828778333333,14.2817498333333,16.4,57.1500998291469,1.15494741167531,0.60184023086221,0.390366761038332,0.279432718778075
118,118,190,10-Jul-2024 11:33:36,54.9828778333333,14.2817498333333,8,56.8113603027771,1.08236850566964,0.623202930485537,0.428850581161733,NaN
118,118,590,15-Jul-2024 11:10:01,54.9835433333333,14.2811778333333,18.6,56.4170828484964,1.07646512830021,0.592159639618315,0.386062294870128,NaN
119,119,190,15-Jul-2024 11:39:40,54.9835433333333,14.2811778333333,10,55.9203278457699,1.08107719113466,0.579294029625167,0.36035088421685,0.257047855774903
119,119,590,20-Jul-2024 11:32:33,54.9849738333333,14.2882621666667,8.6,55.2481807636243,1.05278054098263,0.526803373271053,0.315275592795604,0.234621920409385
120,120,190,20-Jul-2024 11:55:57,54.9849738333333,14.2882621666667,9,54.4149674032415,1.01395585246367,0.519928364926879,0.312685367359211,NaN
120,120,590,25-Jul-2024 11:20:57,54.9853173333333,14.2994285,16.4,54.4309895548259,0.973613707446086,0.463824673539084,0.281964026122128,0.217165166014561
121,121,190,25-Jul-2024 11:43:10,54.9853173333333,14.2994285,16.4,53.9199683627565,0.918031362945548,0.462840749770213,0.287670325406457,NaN
121,121,590,30-Jul-2024 11:24:03,54.9835901666667,14.3020315,16,53.2277429813455,1.05117417734816,0.50959426670871,0.320583480562927,NaN
122,122,190,30-Jul-2024 11:44:03,54.9835901666667,14.3020315,9,52.7351031059787,1.02237567576491,NaN,NaN,NaN
122,122,590,04-Aug-2024 11:16:32,54.9846971666667,14.3067338333333,8.6,52.0195564491305,0.902207637400041,0.463467859884505,0.279428722014573,0.199782579545933
123,123,190,04-Aug-2024 11:37:10,54.9846971666667,14.3067338333333,10.4,51.6561333340126,0.931016465281752,0.458480382354276,0.278128817249236,0.19889896017733
123,123,590,09-Aug-2024 10:55:05,54.9878953333333,14.313958,8.8,50.5647617781698,0.948378598211734,0.475937904375281,0.280608294154891,0.200234820207828
124,124,190,09-Aug-2024 11:17:09,54.9878953333333,14.313958,12.8,50.603704775756,0.952894205758868,0.471958123258587,0.292842085545661,0.211003505249084
124,124,590,14-Aug-2024 11:06:26,54.9931158333333,14.3173741666667,16.2,49.1311738172304,1.03436644037087,0.495243133805133,0.309039963580854,0.21987720184828
125,125,190,14-Aug-2024 11:29:42,54.9931158333333,14.3173741666667,19.4,48.8949090770516,1.07100384429438,0.49128010207691,0.32340316706385,0.234795924200574
125,125,590,19-Aug-2024 10:55:33,54.9947318333333,14.3168686666667,8,47.4798549857311,1.02349793084352,0.505586104734535,0.295777959821146,0.206217929812024
126,126,190,19-Aug-2024 11:23:52,54.9947318333333,14.3168686666667,9.4,47.3849691735709,0.994864055781663,0.490573834368209,0.298233576600685,NaN
126,126,590,24-Aug-2024 11:02:01,54.992961,14.3171058333333,13,45.8449848426071,1.01755279735965,NaN,NaN,NaN
127,127,190,24-Aug-2024 11:24:25,54.992961,14.3171058333333,15.6,45.6768583172804,0.986919150877279,0.455619302642564,NaN,NaN
127,127,590,29-Aug-2024 10:59:32,54.9888688333333,14.3119198333333,11.2,44.0920519183069,1.06699565768389,0.501626171600036,0.304777510657494,0.223059075411665
128,128,190,29-Aug-2024 11:26:39,54.9888688333333,14.3119198333333,11.4,43.8628924454298,0.974714987523152,0.479382685491037,NaN,NaN
128,128,590,03-Sep-2024 10:54:52,54.9878106666667,14.2981188333333,12,42.2647869989203,1.04854149194684,0.499868753013332,0.30729152367046,NaN
129,129,190,03-Sep-2024 11:16:57,54.9878106666667,14.2981188333333,11.8,42.1869096157154,1.06223646748108,0.504748498982835,0.312797055754146,0.214188007799028
129,129,590,08-Sep-2024 11:30:21,54.9885168333333,14.2878506666667,20.2,40.0456682825046,0.975915247317359,0.430003011092322,0.260792498022389,0.199517655981247
130,130,190,08-Sep-2024 11:52:09,54.9885168333333,14.2878506666667,21.4,39.3214752577947,0.970379649997959,0.416581752896466,0.278459235223387,0.212408027212305
130,130,590,13-Sep-2024 11:28:21,54.9920171666667,14.282737,21,38.1556809370254,0.96824088220979,0.465771017655719,0.292005292970091,0.224851752492895
131,131,190,13-Sep-2024 11:49:13,54.9920171666667,14.282737,20.6,37.4902017190897,0.990040952096963,0.4517896705959,0.288548081965406,0.213684194334949
131,131,590,18-Sep-2024 11:10:27,54.9910178333333,14.2744183333333,15.8,36.5126100514003,1.09829758582417,0.510958602099808,0.288523131573403,0.206193369252765
132,132,190,18-Sep-2024 11:30:49,54.9910178333333,14.2744183333333,9.8,36.1316289997882,1.04994361828505,0.548280505090612,0.335756230121263,0.239703670952811
132,132,590,23-Sep-2024 11:39:50,54.9945876666667,14.2645665,12.6,33.8750028072184,0.997979378957671,0.496340156134103,0.29620857376502,0.223131809297466
133,133,190,23-Sep-2024 12:07:38,54.9945876666667,14.2645665,10,32.6617085653738,1.0243968751109,0.511452767852822,0.305665352999037,0.22683574412983
133,133,590,28-Sep-2024 11:39:04,54.9991995,14.2580461666667,19.8,31.9115194530324,NaN,NaN,NaN,NaN
134,134,190,28-Sep-2024 12:03:30,54.9991995,14.2580461666667,23.6,30.8803807677009,NaN,NaN,NaN,NaN
134,134,590,03-Oct-2024 11:16:27,55.0005446666667,14.2527321666667,20.6,30.5265941090891,NaN,0.465570462404608,0.271350849163993,0.203147151547733
135,135,190,03-Oct-2024 11:40:22,55.0005446666667,14.2527321666667,20.2,29.891413945558,NaN,0.473953864604355,0.274391194559476,0.205587670329187
135,135,590,08-Oct-2024 11:13:21,55.0028588333333,14.2345731666667,24.4,28.6419286579401,1.08341317449715,0.471043573828902,0.254439128062212,0.18683279836689
136,136,190,08-Oct-2024 11:38:05,55.0028588333333,14.2345731666667,25.8,28.0214187256823,1.0497618145426,0.452186478846703,0.27845239406003,0.209056709701995
136,136,590,13-Oct-2024 11:41:34,55.0071798333333,14.2226855,31.2,25.9894698403089,1.10881567103353,0.463658121340959,0.255931595237549,0.187964987875866
137,137,190,13-Oct-2024 12:06:12,55.0071798333333,14.2226855,32.4,24.9046466841083,NaN,NaN,0.268172173492806,0.201457659193652
137,137,590,18-Oct-2024 11:16:04,55.0097805,14.221097,29.4,24.8364450489522,1.12144907107425,0.520693738968189,0.308734939683733,0.231292009783995
138,138,190,18-Oct-2024 11:38:20,55.0097805,14.221097,29,24.2450383697178,1.07705496620031,0.50320810658995,0.297979215450185,0.218366414161548
138,138,590,23-Oct-2024 11:07:20,55.0116566666667,14.219775,30.2,23.1920101203649,1.17705470925232,0.507047237664845,0.297258315632841,0.22815058447945
139,139,190,23-Oct-2024 11:29:05,55.0116566666667,14.219775,29.6,22.7419455825099,1.07743498633242,0.492726210241598,0.294363519323497,0.216686042581742
139,139,590,28-Oct-2024 11:25:32,55.014252,14.221937,27.8,21.1275763468197,1.11836815608119,0.50207935829665,0.289469685801674,0.215215249529205
140,140,190,28-Oct-2024 11:49:20,55.014252,14.221937,29.2,20.3454430360439,1.06263884712543,0.484648562622049,0.299574535489528,0.216821782860681
140,140,590,02-Nov-2024 12:25:55,55.0168558333333,14.2341383333333,35.6,16.8939682025703,1.15970547060582,0.546701409930779,0.323199074473898,0.235644050423092
141,141,190,02-Nov-2024 12:56:06,55.0168558333333,14.2341383333333,35.8,14.8085790604021,1.17553717762859,0.53524619592721,0.319423800225609,0.235642770032399
141,141,590,07-Nov-2024 12:14:03,55.0229933333333,14.2383886666667,5,16.1047363536251,1.1680128204498,0.544667712640131,0.325933023180451,0.240360335335598
142,142,190,07-Nov-2024 12:35:15,55.0229933333333,14.2383886666667,9.8,14.84781312108,1.13399035792492,0.507338477067478,0.301026133422707,0.22310374412427
142,142,590,12-Nov-2024 12:05:04,55.0251851666667,14.2371821666667,8.8,15.2139450806843,1.07673747436993,0.482880059482064,0.27344880703311,0.189881317936495
143,143,190,12-Nov-2024 12:28:16,55.0251851666667,14.2371821666667,9.6,13.9661741816604,1.11838296727733,0.502811149816776,0.298111606823554,0.222129874209801
143,143,590,17-Nov-2024 12:37:20,55.026642,14.2470635,25,12.2303566747867,1.11493637091918,0.437796334148659,0.245309721701304,NaN
144,144,190,17-Nov-2024 13:01:33,55.026642,14.2470635,31,10.5383296494754,NaN,NaN,0.301138932067385,0.228050509827174
144,144,590,22-Nov-2024 12:20:03,55.0385513333333,14.2685465,6.4,12.2064000144602,1.11853298211335,0.486947064686207,0.271236034815369,0.18065048822156
145,145,190,22-Nov-2024 12:43:28,55.0385513333333,14.2685465,13.4,10.8141832156069,1.16146975523739,0.502701612081068,0.295306694236449,0.213609616378601
145,145,590,27-Nov-2024 12:18:56,55.0446216666667,14.2900358333333,16.8,11.389636863286,1.07919195224486,0.427240379846315,0.242052846349366,0.184997938916642
146,146,190,27-Nov-2024 12:42:43,55.0446216666667,14.2900358333333,16,10.019486322678,1.24445281184147,0.473189029493441,0.26248433183161,0.19671131041423
146,146,590,02-Dec-2024 12:32:23,55.0390593333333,14.3052788333333,16.6,9.982191668346,NaN,0.513674282981074,0.284015690685313,0.214382995285566
147,147,190,02-Dec-2024 12:58:18,55.0390593333333,14.3052788333333,16.4,8.33198878746765,1.17688912422545,0.504810946560764,0.276501548161232,0.212273456301956
147,147,590,03-Dec-2024 12:03:57,55.0337473333333,14.3246193333333,14.8,11.2686963713362,1.20570153513199,0.523939448810622,0.298344369536039,0.223941486953125
148,148,190,04-Dec-2024 00:03:45,55.0337473333333,14.3246193333333,21.2,-54.6647370342582,NaN,NaN,NaN,NaN
148,148,590,08-Dec-2024 12:35:32,55.06164,14.3371996666667,14.4,9.21167681295106,1.09652882067214,0.37414071713714,0.195263053040613,0.154746830323443
149,149,190,08-Dec-2024 13:02:31,55.06164,14.3371996666667,16,7.48994330629089,NaN,0.371338766823447,0.181376204929372,0.141928621193622
149,149,590,13-Dec-2024 12:31:55,55.0728196666667,14.3350708333333,9,9.14023922606733,1.06464373279419,0.408694678984196,NaN,NaN
150,150,190,13-Dec-2024 13:02:03,55.0728196666667,14.3350708333333,9.8,7.29163567154502,1.11278850421244,0.425027955996857,NaN,NaN
150,150,590,18-Dec-2024 12:33:33,55.0786628333333,14.343323,33.6,8.97171859111592,NaN,0.379388991044495,0.210066258300341,0.166564559492777
151,151,190,18-Dec-2024 13:00:12,55.0786628333333,14.343323,33.6,7.37446630008353,NaN,0.425030423025545,0.225979874051073,0.174911829151911
151,151,590,23-Dec-2024 12:10:34,55.0795825,14.3533273333333,29.8,10.132451909301,NaN,0.379521775226377,0.195113288388224,0.159791902031974
152,152,190,23-Dec-2024 12:36:51,55.0795825,14.3533273333333,30.6,8.91073035727486,1.02471901534246,0.358892758424012,0.183981381471271,0.15055508356994
152,152,590,28-Dec-2024 12:09:33,55.0790523333333,14.3545536666667,21,10.4460149430791,1.03482459293665,0.376769916823924,0.204351655525338,0.172264885577997
153,153,190,28-Dec-2024 12:38:55,55.0790523333333,14.3545536666667,20.4,9.10940470310609,1.0132160069619,0.359123068708405,0.198481194421245,0.165825386823932
153,153,590,02-Jan-2025 12:20:57,55.0733853333333,14.3538975,40,10.4601446304203,NaN,0.348630274090595,0.180138672403038,0.135056580775841
154,154,190,02-Jan-2025 12:46:11,55.0733853333333,14.3538975,40.8,9.21272448439565,NaN,0.364327686602449,0.209171886207552,NaN
154,154,590,07-Jan-2025 11:36:58,55.069544,14.3567671666667,29.6,12.3942104930419,0.984861549691645,0.377237537987323,0.204781457050994,NaN
155,155,190,07-Jan-2025 12:07:05,55.069544,14.3567671666667,32.8,11.6352593531353,1.05265482328411,0.375861546414929,0.198672285898022,0.162873053038698
155,155,590,12-Jan-2025 11:33:34,55.0701115,14.353815,19.2,13.2193463959608,1.06550761816543,0.344399407181403,0.18317165014623,0.153182431160206
156,156,190,12-Jan-2025 11:57:57,55.0701115,14.353815,20,12.7185660985974,0.979593284033636,0.369325663461886,0.207327563362434,0.17440195545117
156,156,590,17-Jan-2025 12:30:02,55.0740735,14.349544,30.2,12.5179635053505,NaN,0.359177120488587,0.193478070128384,0.166489154647499
157,157,190,17-Jan-2025 12:58:47,55.0740735,14.349544,32.6,10.9917619100787,NaN,0.362407709569778,0.206846733600924,0.176473841011301
157,157,590,22-Jan-2025 12:20:33,55.0787716666667,14.3493263333333,11.4,14.0444082583462,1.05648718466579,0.373665758247725,0.212390159134235,0.17561948313302
158,158,190,22-Jan-2025 12:52:19,55.0787716666667,14.3493263333333,15.4,12.5049462227925,1.03957058507479,0.363196746186274,0.198684474901149,0.166042211816943
158,158,590,27-Jan-2025 11:39:26,55.0826975,14.3457691666667,27.4,16.417289860337,NaN,NaN,NaN,NaN
159,159,190,27-Jan-2025 12:10:17,55.0826975,14.3457691666667,28.2,15.6763176194009,NaN,0.358138539051232,0.192291714332988,0.158397738675439
159,159,590,01-Feb-2025 11:42:02,55.0882691666667,14.334264,12.6,17.7535058746052,1.00452698714335,0.37366399719289,0.216773596226655,0.193091146450539
160,160,190,01-Feb-2025 12:11:16,55.0882691666667,14.334264,24.6,17.0243144920079,0.975372715448948,0.342663329223467,0.183178676305266,0.152481073115158
160,160,590,06-Feb-2025 12:13:56,55.0984986666667,14.3270891666667,19.8,18.4190450576654,1.02192373326577,0.350001263631009,0.194885162273669,0.169061965150591
161,161,190,06-Feb-2025 12:39:22,55.0984986666667,14.3270891666667,20.4,17.3184135858202,0.949978185480029,0.357292896409076,0.196965555416105,0.164651502804065
161,161,590,11-Feb-2025 12:09:49,55.1074943333333,14.3327953333333,31,20.1457227620979,NaN,NaN,NaN,NaN
162,162,190,11-Feb-2025 12:34:35,55.1074943333333,14.3327953333333,33,19.125489330518,0.985217056461718,0.362481911357954,0.205737887820117,0.176170632797644
162,162,590,16-Feb-2025 12:15:51,55.1120476666667,14.3454556666667,38,21.5987943177588,0.988182517602912,0.362340995250899,0.195867043191739,0.167138432063481
163,163,190,16-Feb-2025 12:40:43,55.1120476666667,14.3454556666667,38.2,20.4588641659845,0.952014086120257,0.380018502457499,0.215439826363685,0.182646947470631
163,163,590,21-Feb-2025 12:05:22,55.1115843333333,14.3480151666667,29.2,23.7146802096713,NaN,0.345326443606824,0.190230461729866,0.157312486272313
164,164,190,21-Feb-2025 12:31:10,55.1115843333333,14.3480151666667,37.8,22.6643099707702,1.00163934509458,0.344406619481472,0.188795719245161,0.158208722363118
164,164,590,26-Feb-2025 11:59:28,55.1109141666667,14.3464683333333,32.8,25.709320070692,0.995777052155056,0.358327882791399,0.193258447335804,0.160730405231402
165,165,190,26-Feb-2025 12:34:15,55.1109141666667,14.3464683333333,34.8,24.2810595967322,1.01410949272414,0.367420909614256,0.198540287901489,0.163551176567001
165,165,590,03-Mar-2025 11:30:51,55.1120238333333,14.3596806666667,23.4,28.1696772492507,NaN,0.353255074333696,0.196325128056444,0.163944854569238
166,166,190,03-Mar-2025 12:03:19,55.1120238333333,14.3596806666667,26,27.4381217476507,0.936049448944953,0.374545073123264,NaN,NaN
166,166,590,08-Mar-2025 11:34:33,55.1120613333333,14.3735863333333,22.6,30.0405198128924,1.31355511520248,0.454787483407575,0.242725024119206,0.200808257666842
167,167,190,08-Mar-2025 12:08:00,55.1120613333333,14.3735863333333,9.8,29.143603241241,1.15202909828173,0.514667317303636,0.315597710560964,0.250928023507098
167,167,590,13-Mar-2025 12:14:50,55.1130845,14.378448,5.6,30.7389567998843,1.04529352981583,NaN,NaN,NaN
168,168,190,13-Mar-2025 12:41:08,55.1130845,14.378448,9.6,29.3317374979094,0.976258525610391,0.378427345341307,NaN,NaN
168,168,590,18-Mar-2025 11:36:51,55.1123383333333,14.3772568333333,13.2,33.8826409499779,0.942924988146552,NaN,NaN,NaN
169,169,190,18-Mar-2025 12:04:34,55.1123383333333,14.3772568333333,22.6,33.0605867249123,NaN,NaN,NaN,NaN
169,169,590,23-Mar-2025 12:14:33,55.1137323333333,14.3863365,25.2,34.494329692982,1.01315678686302,0.40780597687143,0.250198126781191,0.201378131033041
170,170,190,23-Mar-2025 12:42:44,55.1137323333333,14.3863365,25.8,32.852553877437,1.02635725111125,0.396609646133236,0.232713400639309,0.191548593679503
170,170,590,28-Mar-2025 12:19:28,55.1148078333333,14.3902171666667,21.2,36.0800784764912,0.924770337839683,0.376719508414386,0.220578737681271,0.181343318326256
171,171,190,28-Mar-2025 12:45:17,55.1148078333333,14.3902171666667,24,34.4519879433024,0.955909710863338,0.38480647900453,0.231819096214538,0.193056012869868
171,171,590,02-Apr-2025 12:01:34,55.1157205,14.3886818333333,7.6,38.7822969954796,NaN,NaN,NaN,NaN
172,172,190,02-Apr-2025 12:31:49,55.1157205,14.3886818333333,9.6,37.1308479115011,1.00088245127709,0.461803588496496,NaN,NaN
172,172,590,07-Apr-2025 11:46:03,55.1185583333333,14.3851573333333,8,41.2001763207469,0.957522934560126,0.39889404930484,0.225160536434575,0.182430029527425
173,173,190,07-Apr-2025 12:10:45,55.1185583333333,14.3851573333333,9.8,40.1304646402783,0.934077577732245,0.400363103408164,0.23599626041038,0.194620208023745
173,173,590,12-Apr-2025 11:45:32,55.1201551666667,14.385121,26,42.9994632441843,0.961577749764212,0.396204812197779,0.225276978014803,0.180138040370131
174,174,190,12-Apr-2025 12:18:00,55.1201551666667,14.385121,28.2,41.4431952217975,0.968372016482969,0.399869290610484,0.236315180717934,0.191504112730056
174,174,590,17-Apr-2025 12:13:52,55.122199,14.4014188333333,31,43.3447113160807,1.00061799442767,0.368972200964078,0.212766197628107,0.172915994457506
175,175,190,17-Apr-2025 12:38:17,55.122199,14.4014188333333,9.4,41.6799903406083,0.980562356660015,0.434523178482705,0.248842173319785,NaN
175,175,590,22-Apr-2025 11:39:02,55.1254045,14.408343,5.2,46.6018311721516,0.962134795584308,0.379198583371755,0.208393912197542,0.160050867930844
176,176,190,22-Apr-2025 12:03:07,55.1254045,14.408343,29.8,45.5540573548142,0.928206362263268,0.403415144390448,NaN,NaN
176,176,590,27-Apr-2025 12:09:27,55.1287706666667,14.4126118333333,24.2,46.7247775053049,0.90742935199418,0.396309810694951,0.232407344877294,0.17329511345788
177,177,190,27-Apr-2025 12:36:40,55.1287706666667,14.4126118333333,9.6,44.8120830312844,0.946628382878539,0.398137648586248,NaN,NaN
177,177,590,02-May-2025 11:05:36,55.130695,14.425587,15.4,50.3815896905815,0.880499134281181,0.378535747154884,0.220842614635329,0.175620946804936
178,178,190,02-May-2025 11:28:24,55.130695,14.425587,11.6,50.0072560238804,0.843132042247587,0.330589568965667,0.17854237536403,0.136047268567775
178,178,590,07-May-2025 10:42:32,55.1311191666667,14.4394103333333,20.6,51.694322938265,0.959518595837049,0.378594190960952,0.217213053160996,0.166524198381907
179,179,190,07-May-2025 11:04:48,55.1311191666667,14.4394103333333,21.8,51.8081932587827,0.909887387655778,0.384176571886466,0.230774190038404,0.176893823730993
179,179,590,12-May-2025 10:45:19,55.1319805,14.4445761666667,15.6,53.0426646614779,0.961872963833831,0.436944744795294,0.262189891175724,0.186691369605201
180,180,190,12-May-2025 11:06:45,55.1319805,14.4445761666667,10.8,53.1000688827827,0.974955049021742,0.456779556044295,0.269251854576997,0.184657807236055
180,180,590,17-May-2025 10:49:02,55.133726,14.4463548333333,23.8,54.2619800698207,0.919834383414571,0.426962565956463,0.26834851866325,0.206115560323174
181,181,190,17-May-2025 11:27:27,55.133726,14.4463548333333,25.6,53.8978204925337,0.913290626933489,0.411646375753906,0.2565758125087,0.195147654844099
181,181,590,22-May-2025 11:08:26,55.1351356666667,14.4499741666667,22.6,55.3051440023199,NaN,0.40110258745018,0.251801432494666,0.199210210341703
182,182,190,22-May-2025 11:29:25,55.1351356666667,14.4499741666667,23.2,54.8795025394043,NaN,NaN,NaN,NaN
182,182,590,27-May-2025 11:09:04,55.1368036666667,14.4574385,14.2,56.1970275800106,0.929693204268123,0.409881779818973,0.247837994067893,0.192444530538621
183,183,190,27-May-2025 11:32:48,55.1368036666667,14.4574385,24.2,55.6698648726511,0.881492166912102,0.410874862135441,0.275547121918255,0.217583668172561
183,183,590,01-Jun-2025 11:02:32,55.141511,14.464834,21.6,56.9790271727508,0.902621805818095,0.42555422880074,0.265369160229511,0.195032011678503
184,184,190,01-Jun-2025 11:25:51,55.141511,14.464834,19.2,56.6330081443369,0.956778494727331,0.419154527031227,0.259813531709984,0.189002583931312
184,184,590,06-Jun-2025 11:01:03,55.1438831666667,14.464245,16.8,57.5609411588392,0.944089662453684,0.490307806766587,0.32066386833859,0.245579524100044
185,185,190,06-Jun-2025 11:25:00,55.1438831666667,14.464245,15.4,57.2522981300734,NaN,0.490838930454559,NaN,NaN
185,185,590,11-Jun-2025 11:06:02,55.1410645,14.4697066666667,24,57.9696350063477,NaN,0.399837159488086,0.246427693230633,0.188106563010043
186,186,190,11-Jun-2025 11:34:42,55.1410645,14.4697066666667,25.2,57.4021261982713,0.908291350250173,0.399410830765942,0.246505212270101,0.189740328316658
186,186,590,16-Jun-2025 10:59:32,55.1361846666667,14.4855451666667,7.8,58.223476000174,0.862184698858207,0.388833390595536,0.235403965758224,0.181937629492436
187,187,190,16-Jun-2025 11:41:07,55.1361846666667,14.4855451666667,9.6,57.4439524832216,NaN,0.399341073882385,0.244308594941748,0.189404687764445
187,187,590,21-Jun-2025 10:48:03,55.1324691666667,14.5017258333333,9.6,58.1711729095433,0.867507692430432,0.394804113372618,0.231670533758116,0.168654689976806
188,188,190,21-Jun-2025 11:20:21,55.1324691666667,14.5017258333333,18.8,58.1590498991385,0.868897851454994,0.385610630769358,0.241133201901202,0.178735805851154
188,188,590,26-Jun-2025 11:10:20,55.1318035,14.509582,18.2,58.193137619184,0.889966304743072,0.390866675562764,0.23756352011266,0.185329065948677
189,189,190,26-Jun-2025 11:31:03,55.1318035,14.509582,16.4,57.8390668002281,0.876900900158037,0.390376496261995,0.236102656917238,0.180202234903818
189,189,590,01-Jul-2025 11:05:36,55.1338856666667,14.5078481666667,13.6,57.9380007197783,0.873132851607528,0.393662562613299,0.237018806226507,0.17296601427864
190,190,190,01-Jul-2025 11:26:44,55.1338856666667,14.5078481666667,8.2,57.7034370539789,0.881907711531389,0.383403744491347,0.230542426425947,0.165226997965855
190,190,590,06-Jul-2025 10:58:50,55.1357918333333,14.5121326666667,18.2,57.4659002242037,0.737841954568941,0.360963507343312,0.23627593785672,0.18338014804156
